id,name,level,target,equipment,directions,type,image_path
85,Inverted Row,Easy,Back,['Dumbbell'],"['Set the barbell at the appropriate height (see above).', 'Lie flat on your back below the barbell. The barbell should be at about chest height. Depending on your preferred muscle focus, you can change this position (see above).', 'Grab the bar with a grip slightly wider than shoulder width with both hands.', 'Tighten your shoulder blades and lift your upper body off the ground. Keep your back straight. You’re now in the starting position.', 'Pull your chest up towards the barbell by bending your arms. This primarily activates the upper back. Perform the movement as far as you can without causing discomfort. Some people touch the bar with their chest, while others maintain a distance between their body and the barbell. Hold the position for a brief moment and then lower your upper body back to the starting position in a controlled manner.']",Body weight,inverted_row.jpg
86,Kickbacks,Easy,Triceps,['Dumbbell'],"['Grab a (light) dumbbell in one hand and stand in front of a flat bench (lengthwise).', 'Place the opposite knee on the flat bench so that your foot hangs down at the end of the bench. Your other leg should be angled next to the bench, with your foot on the floor.', 'Place your free hand further forward on the flat bench to support your upper body.', 'Angle your arm with the dumbbell next to your body. Pull up your shoulder so that your upper arm is parallel to the floor. Your forearm should point directly down with the dumbbell. You’re now in the starting position.', 'Extend your elbow so that your forearm moves backward with the dumbbell. Keep your shoulder and the rest of your body still. Only your forearm should move.', 'Lower the dumbbell back down to the starting position in a controlled manner by bending your elbow.']",Free weights,kickbacks.jpg
87,Knee Raise,Medium,Abs,['Machine'],"['Step into the machine and place your forearms on the pads. Grab the handles to secure yourself.', 'Step off the footrests and let your legs hang. Your upper body and core should be tense.', 'Lift both legs upward at the same time, bending your hips and knees simultaneously.', 'Bring your knees up as far as possible. Achieve this by bending your hips more at the end of the movement and slightly crunching your stomach. If your butt is still touching the back pad, you probably have some room left to bend your abs. Hold the position for a few seconds.', 'Lower both legs slowly and in a controlled manner.']",Body weight,knee_raise.jpg
88,Lat Pulldown on the Machine,Easy,Upper,['Machine'],"['Adjust the seat height to fit you comfortably, allowing your thighs to fit easily under the pads.', 'Stand in front of the seat, grab the handles, and sit down. As you do this, you’ll already be pulling the weight toward you a bit. Secure your thighs under the pads.', 'Pull your shoulders back slightly and form a gentle arch in your lower back. This is your starting position.', 'Pull the weight down toward your shoulders. The movement is complete when the handles are about shoulder height.', 'Slowly raise the weight back to the starting position in a controlled manner.']",Machine,lat_pulldown_on_the_machine.jpg
89,Lateral Raise,Easy,Shoulder,['Dumbbell'],"['Grab dumbbells in both hands.', 'Stand in front of a mirror, with your feet about shoulder-width apart.', 'Bend your elbows slightly, with your palms facing away from your body and outward. This is the starting position.', 'Slowly lift the dumbbells up, keeping your arms parallel to the ground and maintaining the slight bend in your elbows. Avoid rotating your arms during the lift.', 'Hold the position for a brief moment, and then lower your arms back to the starting position, slowly and under control.']",Free weights,lateral_raise.jpg
90,Leg Extensions,Easy,Anterior,['Machine'],"['Sit down on the seat.', 'Adjust the backrest/seat and leg pad to fit your size (see above).', 'Choose a weight that you can move 12 to 20 times.', 'Press your butt into the seat by firmly grabbing the handles on the sides with your hands.', 'Now, move your lower legs upwards by extending your knees. Perform the movement smoothly and without swinging.', 'Lower your legs again at the end of the movement – also evenly and without swinging.']",Machine,leg_extensions.jpg
91,Lunges,Easy,Thigh,['Exercise without equipment'],"['Stand up straight and take a big step forward with your training leg.', 'Keep both feet pointing forward. For better balance, place your hands on your hips.', 'Plant your front foot (training leg) firmly on the ground, and stand on your toes with your back foot, keeping your heel in the air.', 'Lower your upper body straight down. Your front leg supports your weight, while your back leg stabilizes your body. Make sure your front knee stays behind your toes. If it doesn’t, increase your step a bit. At the end of the downward movement, the angle between your upper and lower leg on the training leg should be about 90 degrees.', 'Push your upper body back up with your training leg, keeping your upper body upright and your abdominal muscles engaged throughout the movement.', 'Once you’re done with the first leg, switch to the second leg and perform the same number of reps.']",Body weight,lunges.jpg
92,Lying Back Extension,Medium,Lower,['Exercise without equipment'],"['Lie flat on your back on the gymnastics mat.', 'Extend your legs and place your hands behind your head or neck.', 'Tighten your core without lifting your upper body yet. This is your starting position.', 'Raise your upper body by lifting your shoulders off the ground, and simultaneously lift your feet.', 'Hold this position briefly, then return to the starting position.']",Body weight,lying_back_extension.jpg
93,Lying Leg Curl,Easy,Rear,['Machine'],"['Lie face down on the machine’s bench, positioning your hips where the angle between the upper body and thigh pads changes.', 'Place your legs under the leg pad, making sure it’s above your heel and below your lower legs. Adjust the pad if needed, typically using a lever along the leg pad.', 'Hold onto the handles with your hands to stabilize your upper body.', 'Curl your lower legs towards your butt, initiating the movement from your knees. Keep your hips and upper body stationary.', 'Continue the movement until you feel your pelvis losing support.', 'Lower the weight back down in a controlled manner, being careful not to fully extend your knees.']",Machine,lying_leg_curl.jpg
94,Machine Fly,Easy,Chest,['Machine'],"['Sit down on the seat and adjust the height so the handles or forearm pads are level with your chest. This ensures optimal force transfer to the machine through your chest. Start with a low weight to get a feel for the movement first.', 'Grab the handles with your hands. Your arms should be spread to the sides of your body. Press your upper back into the back pads of the machine and push your chest out.', 'Bring the handles together in front of your body. The effort should come only from your chest, not your arms. Keep your arms extended throughout the movement – the elbows should be slightly bent, not fully extended.', 'Push the handles together as far as the machine allows. The last part of the movement requires significant force, perfect for your chest workout.', 'Control the return of your arms to the starting position, maintaining tension in your chest at all times.']",Machine,machine_fly.jpg
95,Neck Lat Pulldown,Easy,Upper,['Cable pull station'],"['Adjust the weight and stand in front of the bench.', 'Grab the lat bar with an overhand grip wider than shoulder width (at the angled handles) and sit with your arms extended toward the bar. As you do this, you’ll already be lifting the weight slightly. Secure your legs under the pads.', 'Slightly pull your shoulders back and create a gentle arch in your back. You’re now in the starting position.', 'Pull the lat bar down behind your head. Keep your elbows close to your body. To do this, focus on moving the weight towards your hips rather than behind your back. Only at the end of the pulling motion do your elbows move a bit behind your back. Hold this position for a brief moment.', 'Slowly and controlled, return the weight to the starting position.']",Cable pull,neck_lat_pulldown.jpg
96,Neck Pull-Ups,Hard,Upper,['Pull-up bar'],"['Stand under the pull-up bar and grab it with a wide overhand grip (back of your hands facing backward).', 'Slightly bend your legs and hang from the bar.', 'Pull your shoulder blades together.', 'Now, using your arms and back muscles, pull your body upwards. Pass your head in front of the bar and stop the movement when you feel too much tension, or at the latest when the bar is at your neck.', 'Slowly and controlled, lower your body back down to the hanging starting position.']",Body weight,neck_pull-ups.jpg
97,Oblique Leg Raises,Medium,Abs,['Machine'],"['Position yourself in the Captain’s Chair: Place your elbows or forearms on the supports and press your back against the backrest.', 'Keep your head facing straight ahead. Place your feet in the supports (or let them hang in the air, depending on the machine). You’re now in the starting position.', 'Rotate your hips slightly to one side (about 15 to 30 degrees).', 'Raise both knees upward by lifting your legs at the hips.', 'Hold your legs at about a 90-degree angle for a brief moment. Then slowly lower them back to the starting position in a controlled manner. Repeat by rotating your hips to the other side, alternating sides with each leg raise.']",Body weight,oblique_leg_raises.jpg
98,One Arm Overhead Tricep Extension,Easy,Triceps,['Cable pull station'],"['Attach the handle to the bottom of the cable machine.', 'Face away from the machine and grip the handle tightly. Stand with your legs shoulder-width apart or one foot in front for better balance.', 'Raise the arm you’re working out, holding the handle, so your elbow points forward and your palm faces up. Take a small step forward to lift the weight off the block. Keep your other arm at your side. This is your starting position.', 'With your eyes forward, slowly and controlled, extend your arm. Stop when your elbow is slightly bent to avoid overextending. Then, bend your elbow and lower the weight just as carefully.']",Cable pull,one_arm_overhead_tricep_extension.jpg
99,Overhead Tricep Extension,Medium,Triceps,['Barbell'],"['Hold the barbell with an overhand grip (palms facing forward), slightly narrower than shoulder-width, and keep it in front of your hips with your arms extended.', 'Sit up straight on the weight bench with a slight arch in your lower back. Rest the barbell, without changing your grip, on your thighs.', 'Lift the barbell over your head and extend your arms. Keep your elbows slightly bent. This is your starting position.', 'Lower the weight behind your head in a controlled manner by bending your elbows. Stop when your forearms are about parallel to the ground. Then, lift the barbell back to the starting position.']",Free weights,overhead_tricep_extension.jpg
100,Preacher Curls,Easy,Biceps,['Machine'],"['Sit on the seat cushion and adjust the height as described above.', 'Rest your upper arms on the armrest.', 'Extend your arms and hold the handles.', 'Lift the weight slightly by pulling the handles towards you. This is your starting position.', 'Bend your elbows and bring the handles towards your face. Pause for a moment, then slowly lower the weight back to the starting position.']",Machine,preacher_curls.jpg
101,Prone Incline Dumbell Shrug,Easy,Neck,"['Dumbbell', 'Incline bench']","['Grab the dumbbells and approach the incline bench.', 'Position yourself on the incline bench, lying face down and holding the dumbbells straight down. Keep your feet shoulder-width apart for stability. You’re now ready to begin.', 'Lift your shoulders upward and backward. Keep your arms extended downward. Don’t bend your elbows or rotate your arms with your shoulders. The movement comes only from lifting your shoulders towards your neck.', 'Pause briefly in the raised position before slowly and controlledly returning to the starting position.']",Free weights,prone_incline_dumbell_shrug.jpg
102,Pull-Over,Hard,Chest,"['Bench', 'Dumbbell']","['Grab the dumbbell, sit down at one end of the weight bench, and hold the dumbbell in one hand on your thigh.', 'Lie on your back in a longitudinal position, bringing the dumbbell with you and holding it firmly on your chest.', 'Change your grip and position your hands under the weight plates (see video tutorial). Hold the dumbbell across the inside of the weight plates.', 'Form a “bridge” similar to the bench press. Press your shoulders and buttocks into the cushion of the weight bench while forming a slight hollow back.', 'Straighten your arms with a slight bend in the elbows and lift the dumbbell over your chest. Adjust your elbows according to your muscle focus. This is your starting position.', 'Lower the weight down behind your head, moving your arms straight back at the shoulders. Your elbows should only bend a little more, but not fully fold. End the downward movement when your forearms are parallel to the ground. The further you lower the weight, the more the back is involved, but the shoulders are also loaded. Hold the stretched position for a brief moment before returning to the starting position.']",Free weights,pull-over.jpg
103,Pull-Ups,Medium,Upper,['Pull-up bar'],"['Stand under the pull-up bar and grab it slightly wider than shoulder-width with both hands in an overhand grip (back of hand facing you).', 'Bend your legs a bit and let yourself hang from the bar.', 'Pull your shoulder blades together.', 'Now use your arms and back muscles to pull your body up until your chin is level with the bar.', 'Slowly lower your body back down to the hanging starting position in a controlled manner.']",Body weight,pull-ups.jpg
104,Push-Ups,Easy,Chest,['Exercise without equipment'],"['Kneel on the floor and lean your upper body forward far enough, so you can support yourself with your hands (shoulder width).', 'Extend both legs and balance on your toes.', 'Extend both arms and move your hands so they’re roughly below your shoulders. If you like, you can vary the width of your support in this step (see above).', 'Tense your core so that your head, upper body, and legs form a nearly straight line. Don’t stick your butt out too far and don’t let your pelvis sag. You’re now in the starting position.', 'Slowly and controlled, lower your upper body down by bending your arms. End the movement when your chest is just above the floor. If you’re using a higher support position for your arms or legs, end the movement when your elbows are fully bent.', 'Hold the position for a brief moment and then straighten your arms (almost) all the way. Keep your body tensed throughout the entire movement in the manner described earlier.']",Body weight,push-ups.jpg
105,Push-Ups with Exercise Ball,Hard,Chest,['Exercise ball'],"['Kneel on the floor, lean forward, and place your hands on the exercise ball, shoulder-width apart.', 'Lift your knees, move your legs back far enough so your body is stretched out, and stand on your toes. Keep supporting your arms on the ball, making sure it remains stable. Do this by placing your hands slightly to the side and pressing the ball towards the center from both sides.', 'Extend both arms.', 'Tighten your core so your head, upper body, and legs form an almost straight line. In this exercise, it’s okay to stick your butt out a little (but not too much) for better stability, unlike with normal push-ups.', 'Slowly and with control, lower your upper body by bending your arms. Stop the movement when your chest is just above the ball.', 'Hold the position for a brief moment and then extend your arms again (almost completely). Maintain tension in your body as previously described throughout the entire movement.']",Body weight,push-ups_with_exercise_ball.jpg
106,Resistance Band Chest Press,Easy,Chest,['Fitness bands'],"['Place the band on the floor and lie down directly on it.', 'Raise your hips and rest your upper body on your shoulder blades. Simultaneously, move the band up with your hands, so both sides are the same length. Pull the band up to your armpits.', 'Grasp the band securely with both hands and raise your arms at a 90-degree angle to the floor. Your fists should point towards the ceiling.', 'Keep your elbows close to your body, and extend your arms upwards in a controlled manner. Your hands will naturally move towards each other.', 'Then, bend your arms back to the starting position in a controlled manner, but always try to maintain some tension in the resistance band until the set is over.']",Free weights,resistance_band_chest_press.jpg
107,Resistance Band Deadlift,Medium,Lower,['Fitness bands'],"['Select the right band with the appropriate resistance. Squat down slightly, place the band centered under your feet, and stand shoulder-width apart. Hold the band with both hands at your sides.', 'Bend your knees and lower your hips so they’re between your knees and head height-wise. If your hips are level with your knees, you’re too far down, and you’re turning the deadlift into a squat.', 'Keep your back straight and form a slight arch with your lower back. Keep your head straight, aligning it with your spine and hips. Your back must not curve at any time. Engage your core. You’re now in the starting position.', 'Lift the band with extended arms by straightening your legs and your upper body.', 'You’ve reached the end of the movement when you’ve slightly pushed your hips forward, are standing upright, and the resistance band is in your hands next to your hips. Be careful not to hyperextend your back. Hold this position for a few seconds.', 'In a controlled manner, lower the resistance by bending your legs, leaning your upper body forward, and returning to the starting position.']",Free weights,resistance_band_deadlift.jpg
108,Resistance Band Kickbacks,Easy,Triceps,['Fitness bands'],"['Hold both ends of the resistance band in your hands. Stand up straight, about shoulder-width apart.', 'To exercise the right arm, take a half step forward with your right leg and step onto the band with your right foot. For the left arm, do the same with the left leg and foot.', 'You can adjust the band’s tension-free length according to your desired training intensity. If you want more resistance, tighten the band further in your left hand, so it’s shorter on the right. If the band becomes too long on the left side, you can stand on the band with your left foot as well. In that case, keep the foot in the rear position for better stabilization of your body and the band.', 'Now, bend your upper body forward at the hips.', 'Lift your upper arm at the shoulder, so it’s roughly parallel to the floor. Your elbow should still be bent at this point.', 'Extend your arm at the elbow and guide the band backward against the resistance. At the end of the movement, your arm is fully extended.', 'Bend your arm in a controlled manner, returning it to the starting position. Repeat this process until your set is finished.']",Free weights,resistance_band_kickbacks.jpg
109,Resistance Band Row,Easy,Back,['Fitness bands'],"['Sit on your gym mat on the floor. Extend your legs straight in front of your body with your toes pointing up.', 'Place the resistance band around the middle of your feet and pull it a bit towards your upper body without creating much tension. Make sure the band is the same length on both sides. It should sit firmly on your feet without any wiggle room, so it doesn’t slide over your toes or heels during the rowing movement. If possible, position the band in the middle part of your feet.', 'Consciously straighten your upper body. Pull your shoulder blades back and form a slight arch in your lower back. Keep your head upright and chest out. You’re now in the starting position.', 'Pull the resistance band evenly back toward your upper abdomen with both arms, bending your elbows. Don’t let your elbows stray too far from your body during the movement. Hold this position for a moment.', 'Let the band move back towards your feet by extending your arms and repeat the movement.']",Free weights,resistance_band_row.jpg
110,Resistance Band Shrugs,Easy,Neck,['Fitness bands'],"['Stand up straight, with your feet shoulder-width apart.', 'Place the resistance band in the middle under your shoes. Stand up again with both hands on the handles, arms stretched out to the side of your body.', 'Squeeze your shoulder blades together. You’re now in the starting position.', 'Lift your shoulders. This movement pulls the handles of the band straight up. Hold the lifted position for a moment and then let your shoulders down again.']",Free weights,resistance_band_shrugs.jpg
111,Resistance Band Upright-Row,Easy,Neck,['Fitness bands'],"['Stand hip-width apart.', 'Place the resistance band centered under both feet.', 'While holding the two ends securely with your hands, pull the resistance band up on both sides at waist level. Your hands aren’t next to your hips but in front of your body, with palms facing you.', 'Keep your back straight, head neutrally forward, and chest out.', 'Now, bring your hands up close to your body in a controlled manner.', 'Pull your hands up so they almost touch your chin. Your elbows should be higher than your wrists at all times.', 'At the end of the movement, lower your hands in a controlled manner and start a new repetition.']",Free weights,resistance_band_upright-row.jpg
112,Reverse Butterfly,Easy,Shoulder,['Machine'],"['Sit on the seat cushion facing the machine. Slide forward until your upper body touches the front cushion.', 'Grab the handles with your hands in your preferred variation (see above).', 'Slightly retract your shoulders. You’re now in the starting position.', 'Slowly and controlled, spread your arms. End the movement when your shoulders need to move more intensely to continue.', 'Pause briefly in that position, then move your arms back to the starting position just as controlled, without completely resting the weight before the next repetition.']",Machine,reverse_butterfly.jpg
113,Reverse Crunches,Medium,Abs,['Exercise without equipment'],[],Body weight,reverse_crunches.jpg
114,Reverse Flys,Medium,Shoulder,"['Dumbbell', 'Incline bench']","['Set the incline bench to a relatively flat angle.', 'Hold a dumbbell in each hand and lie with your stomach on the backrest of the incline bench. Let your arms hang in front of the bench.', 'Slightly bend your elbows. You’re now in the starting position.', 'Lift both arms evenly and in a controlled manner to the side and back or up. Keep the angle in your elbows constant during the movement. Stop the movement before you need to noticeably pull your shoulder blades together to continue.', 'Hold the position for a brief moment. Slowly lower your arms to the side and bring the dumbbells together in front of your chest.']",Free weights,reverse_flys.jpg
115,Reverse Standing Wrist Curl,Medium,Forearm,['Barbell'],"['To perform the reverse standing wrist curl, stand in front of a barbell, ideally in a power rack. Grip the bar with an overhand grip, palms facing forward, and hands shoulder-width apart.', 'Lift the barbell out of the rack, take a few steps back, and stand with your feet hip-width apart.', 'Engage your core and straighten your back. Your arms are behind your back, holding the barbell firmly in your hands.', 'Slightly retract your shoulder blades. You’re now in the starting position.', 'Bend your wrists as far as possible without causing discomfort or pain. This will move the barbell upwards. Keep your shoulders and upper arms still. After a brief moment, lower the weight back to the starting position by slowly and carefully straightening your wrists.']",Free weights,reverse_standing_wrist_curl.jpg
116,Reversed Incline Bench Barbell Curls,Easy,Biceps,"['Barbell', 'Incline bench']","['Grab the barbell and move towards the backrest of the weight bench.', 'Rest the barbell on the backrest (while still holding it firmly so it doesn’t fall!). Grip the barbell slightly tighter in the underhand and lie with your stomach on the backrest. Use your feet to stabilize your body, which usually works best with a wide stance.', 'Press your chest onto the backrest while lifting the barbell off the backrest and lowering it in a controlled manner. Your arms should now hang straight down towards the floor with the barbell in your hands. You’re now in the starting position.', 'Lift the barbell in a controlled manner by bending your elbows. Your upper arms should remain stationary in the starting position.', 'Once you reach the top, hold the barbell’s position for a brief moment and then lower it back down to the starting position in a controlled manner.']",Free weights,reversed_incline_bench_barbell_curls.jpg
117,Romanian Deadlift,Hard,Back,['Barbell'],"['Stand in front of the barbell on the ground, about shoulder-width apart.', 'Slightly bend your knees, keeping your back straight. Grab the barbell with an overhand grip (palms facing up/forward, thumbs pointing towards each other).', 'Lift the barbell with a straight back, using your legs. Stand up normally, with the barbell in an overhand grip in front of your thighs.', 'Straighten your back, creating a slight arch. Pull your shoulders back a bit and keep your head upright. You’re now in the starting position.', 'Bend your upper body at the hips in a controlled manner, keeping your legs straight. Slide the barbell down your legs.', 'Stop bending when you feel a stretch in your hamstrings, or when bending further would require rounding your lower back. Avoid bending your back.', 'Then, straighten your upper body back into the starting position. Throughout the entire movement, keep your back straight and your legs straight.']",Free weights,romanian_deadlift.jpg
118,Rotary Torso Machine,Easy,Abs,['Machine'],"['First, set the machine to the neutral position using the lever on the side of the seat.', 'Sit down, scoot your butt all the way back, and ensure your lower back touches the backrest. Start with a low weight setting.', 'Tuck the leg pad between your knees to stabilize your body.', 'Using the same lever, turn the upper part of the machine in one direction, only as far as your natural range of motion allows without pain. Don’t use the machine to stretch your core or spine.', 'Wrap your arms around the two large pads and grab the handles.', 'Now, evenly turn your upper body in the opposite direction.', 'After finishing one side, use the lever to move the top of the machine in the other direction and complete your set.']",Machine,rotary_torso_machine.jpg
119,Scissor Kicks,Medium,Abs,['Exercise without equipment'],"['Lie on your back on a suitable workout surface.', 'Extend your legs straight down.', 'Place your hands with extended arms next to your body, palms facing down.', 'Lift your hips slightly and slide your hands under your buttocks. Let your buttocks rest on your hands. Your hips are now positioned higher. You’re in the starting position.', 'Now, lift one leg up, keeping it straight. Stop the upward movement before needing to bend your knee.', 'Lower the leg and lift the other leg simultaneously. Repeat this alternating movement until the end of the exercise.']",Body weight,scissor_kicks.jpg
120,Seated Back Extension,Easy,Lower,['Machine'],"['If available, set the training arm to the release position with the lever. Sit on the seat cushion.', 'If possible, adjust the leg rest to your body size. Your buttocks and lower back should be firmly against the seat’s back part. Your feet should stand firmly and securely on the rest, stabilizing your body.', 'Set the training weight.', 'Bend your upper body forward with a straight back and minimal arching. Don’t round your back. Now move the training arm to your back using the release lever. The backrest should be just below your shoulders. If the cushion is too high or low, adjust the position accordingly. You’re now in the starting position.', 'Push the backrest backward by extending your upper body. Ensure your back stays straight throughout the exercise. Hold the cushion briefly in the stretched position before lowering the weight back down to the starting position in a controlled manner.']",Machine,seated_back_extension.jpg
121,Seated Barbell Calf Raise,Easy,Calves,"['Bench', 'Barbell']","['Grab the barbell with an overhand grip and hold it in front of your body.', 'Sit with an upright back at one end of the bench and rest the barbell centered behind your knees on your thighs.', 'Place your feet about shoulder-width apart on the ground. Bend your knees so that your lower and upper legs form a 90-degree angle. You’re now in the starting position.', 'Lift the weight by extending your ankles, raising your heels, and shifting the weight onto the balls of your feet and toes. Lift your heels as far as possible without discomfort. Keep holding the barbell with both hands in the overhand grip.', 'Hold the extended ankle position for a moment, then lower the weight back to the starting position.']",Free weights,seated_barbell_calf_raise.jpg
122,Seated Dumbbell Calf Raise,Easy,Calves,"['Bench', 'Dumbbell']","['Grab the two dumbbells and sit lengthwise on the weight bench.', 'Place the dumbbells in a neutral grip on your thighs, just behind your knees. Position your feet so that your lower and upper legs form a right angle.', 'Straighten your back, forming a slight arch. Gently pull your shoulder blades back. You’re now in the starting position.', 'Lift the dumbbells by extending your ankles and moving your knees upward. The movement should come exclusively from the ankles. Keep your upper body still and upright. Move your ankles as far as possible without discomfort. Hold the end position for a moment and then slowly and controlled, lower the weight.']",Free weights,seated_dumbbell_calf_raise.jpg
123,Seated Good Mornings,Hard,Back,"['Bench', 'Barbell']","['The barbell is in the rack. Stand underneath so that the bar touches the middle of your neck. Place both hands firmly on the barbell.', 'Lift the barbell out of the rack by standing fully upright and then sit on the flat bench. Your legs are spread, and your feet are firmly on the floor.', 'Form a slight hollow back and otherwise straighten your back.', 'Now bend your upper body forward with a straight back. The movement comes from your hips. Your back should not arch and must remain straight. How far you bend forward depends on your anatomy. Initially, you won’t be able to bend that far, but as the workout progresses, you can usually lower your torso further. In any case, stop the movement either before your posture becomes awkward or when you feel pain (or significant pressure in the abdominal area).', 'Slowly and in a controlled manner, straighten your upper body again.']",Free weights,seated_good_mornings.jpg
124,Seated Leg Press,Easy,Thigh,['Machine'],"['Sit down on the seat.', 'Place your legs about hip-width apart on the footplate. Your feet should point upward in the same direction, and the soles should be firmly placed on the plate. The distance between the seat and the plate can usually be adjusted with a lever on the side of the seat. Choose the distance so that your lower and upper thighs form approximately a 90-degree angle.', 'Press your back firmly into the seat. Grab the handles next to the seat with your hands and stabilize your upper body.', 'Now push the weight with your legs. The pressure is applied through the rear part of the soles of your feet. Don’t fully extend your knees. The muscle tension should remain on your thighs throughout.', 'When bringing the weights down, make sure that the weight blocks don’t touch each other. If that’s the case, you can try selecting the next seat level that’s closer to the footrest. However, only do this if you can safely push the weight away from that closer position. Otherwise, maintain the previous distance and don’t bring your thighs too close to your upper body.']",Machine,seated_leg_press.jpg
125,Seated Machine Calf Raises,Easy,Calves,['Machine'],"['Sit on the seat pad of the machine and position your knees under the thigh pad.', 'Place your feet firmly on the designated footrests.', 'Adjust the knee pad to rest directly on your thighs.', 'Extend your ankles and press against the knee pads with some tension. Release the lock and let the weight rest on your legs.', 'Flex your ankles and bring the weight down. You are now in the starting position.', 'Extend your ankles and raise the weight at the knee pad. Hold the extended position for a moment and then lower the weight slowly and in a controlled manner.']",Machine,seated_machine_calf_raises.jpg
126,Seated Machine Row,Easy,Back,['Machine'],"['Sit on the machine facing the chest pad.', 'Adjust the seat height so that you can reach the handles when you extend your arms without too much inclination.', 'Adjust the distance of the chest pad so that you can reach the handles with straight arms and pulled shoulders with your fingertips. Your upper body presses against the chest pad.', 'Bend your shoulders forward a little and grab the handles in your preferred grip (see above).', 'Straighten your upper body again and pull your shoulder blades back. You also pull the handles back a little – but your arms remain slightly bent.', 'Now pull the handles towards your upper body. The movement is predetermined by the machine. Depending on the grip, you guide your elbows close to your body. Pull the handles as far back as your musculoskeletal system or the machine allows.', 'Slowly and controlled, let the handles and the weight go back to the starting position. Keep your shoulder blades pulled in throughout the execution.']",Machine,seated_machine_row.jpg
127,Seated Shoulder Press with Resistance Band,Easy,Shoulder,['Fitness bands'],"['Grab the ends of the band with your hands and sit on a workout bench.', 'Place the middle part of the band under your butt or loop it under the bench (check above).', 'Lift your hands to the sides of your body, about level with your ears. Keep holding the band tight, with your palms facing forward. You’re now in the starting position.', 'Push your arms straight up, but let your elbows bend slightly at the end. Hold the position for a moment and then slowly lower your arms back to the starting position.']",Free weights,seated_shoulder_press_with_resistance_band.jpg
128,Shrugs,Easy,Neck,['Dumbbell'],"['Grab a dumbbell in each hand.', 'Stand with your feet shoulder-width apart and keep your back straight.', 'Squeeze your shoulder blades together. The dumbbells should be at your sides, palms facing each other and towards your body. This is the starting position.', 'Raise the dumbbells straight up by lifting your shoulders. Keep your shoulder blades squeezed together. The movement should only come from your shoulders. Hold for a brief moment, then slowly and carefully lower the weights back to the starting position.']",Free weights,shrugs.jpg
129,Side Bends,Easy,Abs,['Dumbbell'],"['Hold a dumbbell in one hand.', 'Stand with your feet shoulder-width apart, standing upright.', 'Place your free hand on your hip. Let the hand holding the dumbbell hang on the other side of your body. This is the starting position.', 'Bend your upper body to the side where the dumbbell is located. This will lower the dumbbell straight down. Bend as far as you can until you feel tension in your side abdominal muscles.', 'Reverse the movement: Bend your upper body in the opposite direction and lift the dumbbell straight up. Perform the movement until you feel tension on the other side. Repeat this movement, then switch the dumbbell to the other hand and complete the same number of repetitions to finish the set.']",Free weights,side_bends.jpg
130,Side Lunge,Easy,Inner,['Exercise without equipment'],"['Stand upright with your feet hip-width apart.', 'Hold your hands together in front of your chest. Both feet should be facing forward. This is your starting position.', 'Take a step to the side with one leg and bend your knee as you place your foot on the ground. Keep your other leg straight. Your butt should be extended, and your chest should be pushed forward. Both feet should face forward.', 'Hold the position for a moment and push your upper body back to the starting position by straightening your bent leg.']",Body weight,side_lunge.jpg
131,Single Arm Dumbbell Row,Medium,Back,"['Bench', 'Dumbbell']","['Place the dumbbell to the side of the flat bench.', 'Put your non-training side knee on the flat bench and lean your upper body forward. Support yourself on the bench with the same side arm. Your upper body should be straight with a slight arch in your back. Your other leg should be positioned next to the bench, firmly on the floor.', 'Lift the dumbbell off the floor. Your arm should be extended and in line with your shoulder. This is your starting position.', 'Begin the movement by lifting the dumbbell towards your chest. The movement should come from your back, not your biceps. Raise your elbow towards your torso and bend it at the same time. At the end of the movement, your elbow should be about shoulder height and bent to 90 degrees (between upper and lower arm).', 'After a brief pause, lower the weight by extending your elbow and returning the dumbbell to the starting position.']",Free weights,single_arm_dumbbell_row.jpg
132,Sit Ups,Easy,Abs,['Exercise without equipment'],"['Lie down on a workout mat.', 'Bend your knees to a 90-degree angle, with your heels and toes touching the ground, if possible. Keep your legs close together and no wider than hip-width apart. Anchor your feet if necessary.', 'Place your hands on the sides of your head, lightly touching your head with your fingertips. Lie flat on your back, looking up. You’re now in the starting position.', 'Control your upper body by bending at the hips, moving your head towards your knees. When your upper body or abdomen touches your legs, the movement is complete. Return to the starting position in a controlled manner. To make the workout more effective, maintain tension in your abdominal muscles, even in the starting position, and don’t relax on your back.']",Body weight,sit_ups.jpg
133,Squats,Medium,Thigh,['Exercise without equipment'],"['Stand on a level surface with your feet shoulder-width apart.', 'Extend your arms straight out in front to help stabilize your body during the workout.', 'Lower your butt by bending your knees as if you’re sitting down, allowing your butt to move back slightly.', 'Keep your shoulders vertically in the same position, allowing your lower back to arch slightly.', 'Stop the downward movement when your thighs are parallel to the floor.', 'Stand back up by extending your knees and straightening your upper body.']",Body weight,squats.jpg
134,Stability Ball: Back Extension,Medium,Lower,['Exercise ball'],"['Lie down on the stability ball with your stomach. Keep your legs straight and your feet firmly on the ground, about hip-width apart.', 'Position your upper body parallel to the ground on the ball.', 'Place your hands behind your head or neck, or in front of your chest (see above). You’re now in the starting position.', 'Straighten your upper body over your hips, so that your thighs and torso form a line.']",Body weight,stability_ball:_back_extension.jpg
